id,name,onsale_price,brand,category,os,cpu,gpu,rating,reviews_count,is_new,url,retailer,created_at,updated_at
328752,Điện thoại Samsung Galaxy A06 4GB/64GB,2790000,Samsung,Smartphone,Android 14,,,4.9,140901,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-4gb-64gb,TGDD,08/2024,2025-08-24 18:33:13
340259,Điện thoại OPPO A5i 4GB/64GB,3290000,OPPO,Smartphone,Android 14,,,4.9,939,True,https://www.thegioididong.com/dtdd/oppo-a5i-4gb-64gb,TGDD,07/2025,2025-08-24 18:33:13
339202,"Laptop Acer Aspire Lite 14 AL14 51P 35QD - NX.J84SV.001 (i3 1305U, 8GB, 512GB, Full HD+, Win11)",10590000,Acer,Laptop,Windows 11 Home SL,Intel Core i3 Raptor Lake - 1305U,Intel UHD Graphics,5.0,353,True,https://www.thegioididong.com/laptop/acer-aspire-lite-14-al14-51p-35qd-i3-nxj84sv001,TGDD,2025,2025-08-24 18:33:13
327254,Điện thoại vivo Y18 4GB/128GB,3820000,vivo,Smartphone,Android 14,,,4.9,13185,True,https://www.thegioididong.com/dtdd/vivo-y18-4gb-128gb,TGDD,05/2024,2025-08-24 18:33:13
331362,"Laptop MSI Modern 15 F13MG - 082VN (i5 1335U, 16GB, 512GB, Full HD, Win11)",13690000,MSI,Laptop,Windows 11 Home SL,Intel Core i5 Raptor Lake - 1335U,Intel Iris Xe Graphics,5.0,501,True,https://www.thegioididong.com/laptop/msi-modern-15-f13mg-i5-082vn,TGDD,2024,2025-08-24 18:33:13
340564,"Laptop Asus Vivobook 15 OLED A1505VA - MA515WS (i5 13420H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",16990000,Asus,Laptop,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,Intel Core i5 Raptor Lake - 13420H,Intel UHD Graphics,5.0,100,True,https://www.thegioididong.com/laptop/asus-vivobook-a1505va-i5-ma515ws,TGDD,2025,2025-08-24 18:33:13
329330,Điện thoại realme Note 60 6GB/128GB,3730000,realme,Smartphone,Android 14,,,4.9,22555,True,https://www.thegioididong.com/dtdd/realme-note-60,TGDD,09/2024,2025-08-24 18:33:13
340478,"Laptop HP Pavilion 15 eg3095TU - 8C5L6PA-16G (i5 1335U, 16GB, 512GB, Full HD, Win11)",17390000,HP,Laptop,Windows 11 Home SL,Intel Core i5 Raptor Lake - 1335U,Intel UHD Graphics,5.0,57,True,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3095tu-i5-8c5l6pa-16g,TGDD,2023,2025-08-24 18:33:13
335176,Điện thoại Samsung Galaxy A56 5G 8GB/256GB,10290000,Samsung,Smartphone,Android 15,,,4.9,45707,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a56-8gb-256gb,TGDD,03/2025,2025-08-24 18:33:13
334938,Điện thoại OPPO Find N5 5G 16GB/512GB,44180000,OPPO,Smartphone,Android 15,,,5.0,271,True,https://www.thegioididong.com/dtdd/oppo-find-n5,TGDD,04/2025,2025-08-24 18:33:13
303812,Điện thoại iPhone 15 512GB,24390000,iPhone (Apple),Smartphone,iOS 17,,,5.0,240,True,https://www.thegioididong.com/dtdd/iphone-15-512gb,TGDD,09/2023,2025-08-24 18:33:13
333363,Điện thoại Samsung Galaxy S25 5G 12GB/256GB,18090000,Samsung,Smartphone,Android 15,,,4.9,3789,True,https://www.thegioididong.com/dtdd/samsung-galaxy-s25,TGDD,01/2025,2025-08-24 18:33:13
337420,"Laptop HP 245 G10 - B8PF9AT (R5 7530U, 8GB, 512GB, Full HD, Win11)",12190000,HP,Laptop,Windows 11 Home SL,AMD Ryzen 5 - 7530U,Card tích hợp - AMD Radeon Graphics,5.0,510,True,https://www.thegioididong.com/laptop/hp-245-g10-r5-b8pf9at,TGDD,2025,2025-08-24 18:33:13
335793,Điện thoại HONOR X8c 8GB/512GB,7560000,HONOR,Smartphone,Android 15,,,5.0,2152,True,https://www.thegioididong.com/dtdd/honor-x8c-512gb,TGDD,04/2025,2025-08-24 18:33:13
265311,Điện thoại Masstel IZI 10,410000,Masstel,Phone,,,,4.9,284647,True,https://www.thegioididong.com/dtdd/masstel-izi-10,TGDD,12/2021,2025-08-24 18:33:13
335364,Laptop MacBook Air 13 inch M4 16GB/512GB,30190000,MacBook,Laptop,macOS Sequoia,Apple M4 - Hãng không công bố,Card tích hợp - 10 nhân GPU,5.0,932,True,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-512gb,TGDD,03/2025,2025-08-24 18:33:13
335918,Điện thoại Xiaomi Redmi A5 4GB/128GB,3240000,Xiaomi,Smartphone,Android 15,,,4.9,17609,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-a5-4gb-128gb,TGDD,04/2025,2025-08-24 18:33:13
281570,Điện thoại iPhone 15 128GB,15290000,iPhone (Apple),Smartphone,iOS 17,,,4.9,88917,True,https://www.thegioididong.com/dtdd/iphone-15,TGDD,09/2023,2025-08-24 18:33:13
341625,Điện thoại vivo V60 5G 12GB/256GB,15990000,vivo,Smartphone,Android 15,,,,,True,https://www.thegioididong.com/dtdd/vivo-v60-12gb-256gb,TGDD,08/2025,2025-08-24 18:33:13
322124,Điện thoại OPPO Reno12 Pro 5G 12GB/512GB,13150000,OPPO,Smartphone,Android 14,,,4.9,4077,True,https://www.thegioididong.com/dtdd/oppo-reno12-pro,TGDD,07/2024,2025-08-24 18:33:13
334997,"Laptop Acer Aspire Go AG15 31P 30M4 - NX.KRPSV.004 (i3 N305, 8GB, 256GB, Full HD, Win11)",9690000,Acer,Laptop,Windows 11 Home SL,Intel Core i3 Alder Lake chuỗi N - N305,Intel UHD Graphics,4.9,1579,True,https://www.thegioididong.com/laptop/acer-aspire-go-ag15-31p-30m4-i3-nxkrpsv004,TGDD,2024,2025-08-24 18:33:13
328751,Điện thoại Samsung Galaxy A06 4GB/128GB,2830000,Samsung,Smartphone,Android 14,,,4.9,9066,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-4gb-128gb,TGDD,08/2024,2025-08-24 18:33:13
303716,Điện thoại iPhone 15 256GB,18490000,iPhone (Apple),Smartphone,iOS 17,,,4.9,16621,True,https://www.thegioididong.com/dtdd/iphone-15-256gb,TGDD,09/2023,2025-08-24 18:33:13
325800,Điện thoại Xiaomi Redmi 13 6GB/128GB,3920000,Xiaomi,Smartphone,Android 14,,,4.9,184189,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-13-6gb-128gb,TGDD,06/2024,2025-08-24 18:33:13
341378,Điện thoại OPPO A5 8GB/128GB,6290000,OPPO,Smartphone,Android 15,,,,,True,https://www.thegioididong.com/dtdd/oppo-a5-8gb-128gb,TGDD,08/2025,2025-08-24 18:33:13
335925,Điện thoại Samsung Galaxy S25 Edge 5G 12GB/256GB,23490000,Samsung,Smartphone,Android 15,,,5.0,382,True,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-edge-5g,TGDD,05/2025,2025-08-24 18:33:13
335177,Điện thoại Samsung Galaxy A56 5G 8GB/128GB,9610000,Samsung,Smartphone,Android 15,,,4.9,1563,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a56-8gb-128gb,TGDD,03/2025,2025-08-24 18:33:13
334803,"Laptop Dell Inspiron 15 3530 - N5I5530W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",17990000,Dell,Laptop,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,Intel Core i5 Raptor Lake - 1334U,Intel Iris Xe Graphics,5.0,282,True,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5530w1,TGDD,2024,2025-08-24 18:33:13
303812,Điện thoại iPhone 15 512GB,24390000,iPhone (Apple),Smartphone,iOS 17,,,5.0,240,True,https://www.thegioididong.com/dtdd/iphone-15-512gb,TGDD,09/2023,2025-08-24 18:33:13
335174,Điện thoại Samsung Galaxy A36 5G 8GB/256GB,8630000,Samsung,Smartphone,Android 15,,,4.9,26913,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a36-8gb-256gb,TGDD,03/2025,2025-08-24 18:33:13
333147,Điện thoại Xiaomi Redmi Note 14 8GB/128GB,5400000,Xiaomi,Smartphone,Xiaomi HyperOS (Android 14),,,4.9,135835,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-8gb-128gb,TGDD,01/2025,2025-08-24 18:33:13
329140,Điện thoại iPhone 16 Plus 256GB,25290000,iPhone (Apple),Smartphone,iOS 18,,,4.9,6336,True,https://www.thegioididong.com/dtdd/iphone-16-plus-256gb,TGDD,09/2024,2025-08-24 18:33:13
334970,Điện thoại Tecno Spark 30C 6GB/128GB,3240000,Tecno,Smartphone,Android 14,,,4.9,1240,True,https://www.thegioididong.com/dtdd/tecno-spark-30c,TGDD,03/2025,2025-08-24 18:33:13
336408,Điện thoại vivo V50 Lite 5G 8GB/256GB,9810000,vivo,Smartphone,Android 15,,,4.9,9510,True,https://www.thegioididong.com/dtdd/vivo-v50-lite-5g,TGDD,05/2025,2025-08-24 18:33:13
335917,Điện thoại Xiaomi Redmi A5 3GB/64GB,2740000,Xiaomi,Smartphone,Android 15,,,4.9,30898,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-a5-3gb-64gb,TGDD,04/2025,2025-08-24 18:33:13
334864,Điện thoại iPhone 16e 128GB,14990000,iPhone (Apple),Smartphone,iOS 18,,,4.9,4147,True,https://www.thegioididong.com/dtdd/iphone-16e,TGDD,02/2025,2025-08-24 18:33:13
335175,Điện thoại Samsung Galaxy A36 5G 8GB/128GB,7640000,Samsung,Smartphone,Android 15,,,4.9,2255,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a36-8gb-128gb,TGDD,03/2025,2025-08-24 18:33:13
338920,Điện thoại vivo Y19s Pro 4GB/128GB,4410000,vivo,Smartphone,Android 15,,,5.0,4624,True,https://www.thegioididong.com/dtdd/vivo-y19s-pro,TGDD,06/2025,2025-08-24 18:33:13
341612,"Laptop MSI Katana 15 B13VEK - 2256VN (i7 13620H, 16GB, 512GB, RTX4050 6GB, Full HD 144Hz, Win11)",25190000,MSI,Laptop,Windows 11 Home SL,Intel Core i7 Raptor Lake - 13620H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",5.0,13,True,https://www.thegioididong.com/laptop/msi-katana-15-b13vek-i7-13620h-2256vn,TGDD,2024,2025-08-24 18:33:13
339212,"Laptop GIGABYTE Gaming G6 KF RC56 - 9RC56KF0HJIIXIVN000 (i7 13620H, 16GB, 512GB, RTX 4060 8GB, WUXGA 165Hz, Win11)",26290000,GIGABYTE,Laptop,Windows 11 Home SL,Intel Core i7 Raptor Lake - 13620H,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",5.0,12,True,https://www.thegioididong.com/laptop/gigabyte-g6-kf-rc56-i7-9rc56kf0hjiixivn000,TGDD,2024,2025-08-24 18:33:13
308697,"Laptop MSI Gaming GF63 Thin 12VE - 460VN (i5 12450H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",19290000,MSI,Laptop,Windows 11 Home SL,Intel Core i5 Alder Lake - 12450H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",4.9,1009,True,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn,TGDD,2023,2025-08-24 18:33:13
303812,Điện thoại iPhone 15 512GB,24390000,iPhone (Apple),Smartphone,iOS 17,,,5.0,240,True,https://www.thegioididong.com/dtdd/iphone-15-512gb,TGDD,09/2023,2025-08-24 18:33:13
323005,Điện thoại vivo Y03 4GB/64GB,2940000,vivo,Smartphone,Android 14,,,4.9,14469,True,https://www.thegioididong.com/dtdd/vivo-y03-64gb,TGDD,03/2024,2025-08-24 18:33:13
331200,Điện thoại vivo Y19s 6GB/128GB,4220000,vivo,Smartphone,Android 14,,,4.9,47156,True,https://www.thegioididong.com/dtdd/vivo-y19s-6gb-128gb,TGDD,11/2024,2025-08-24 18:33:13
240259,Điện thoại iPhone 14 128GB,12690000,iPhone (Apple),Smartphone,iOS 17,,,4.9,51110,True,https://www.thegioididong.com/dtdd/iphone-14,TGDD,09/2022,2025-08-24 18:33:13
326016,Điện thoại vivo Y28 8GB/128GB,5690000,vivo,Smartphone,Android 14,,,4.9,57756,True,https://www.thegioididong.com/dtdd/vivo-y28,TGDD,06/2024,2025-08-24 18:33:13
329676,Điện thoại Nokia HMD 105 4G,640000,Nokia,Phone,,,,4.9,53897,True,https://www.thegioididong.com/dtdd/nokia-hmd-105-4g,TGDD,09/2024,2025-08-24 18:33:13
207956,Điện thoại Nokia 220 4G,980000,Nokia,Smartphone,S30+,,,4.9,60220,True,https://www.thegioididong.com/dtdd/nokia-220-4g,TGDD,06/2024,2025-08-24 18:33:13
338207,"Laptop HP 240 G10 - B93GZAT (i5 1334U, 16GB, 512GB, Full HD, Win11)",16290000,HP,Laptop,Windows 11 Home SL,Intel Core i5 Raptor Lake - 1334U,Intel UHD Graphics,5.0,896,True,https://www.thegioididong.com/laptop/hp-240-g10-i5-b93gzat,TGDD,2025,2025-08-24 18:33:13
341563,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - 71072939 (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, WQXGA 120Hz, OfficeH24+365, Win11)",29490000,Dell,Laptop,Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm,Intel Core 5 Raptor Lake - 210H,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",5.0,7,True,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-5-210h-71072939,TGDD,2025,2025-08-24 18:33:13
335375,Laptop MacBook Air 15 inch M4 24GB/256GB,35790000,MacBook,Laptop,macOS Sequoia,Apple M4 - Hãng không công bố,Card tích hợp - 10 nhân GPU,5.0,45,True,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-256gb,TGDD,03/2025,2025-08-24 18:33:13
333351,Điện thoại Samsung Galaxy S25 Ultra 5G 12GB/512GB,28680000,Samsung,Smartphone,Android 15,,,5.0,3525,True,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-ultra-512gb,TGDD,01/2025,2025-08-24 18:33:13
329136,Điện thoại iPhone 16 256GB,21890000,iPhone (Apple),Smartphone,iOS 18,,,4.9,6144,True,https://www.thegioididong.com/dtdd/iphone-16-256gb,TGDD,09/2024,2025-08-24 18:33:13
334227,Điện thoại vivo Y29 8GB/256GB,6960000,vivo,Smartphone,Android 15,,,4.9,20051,True,https://www.thegioididong.com/dtdd/vivo-y29-8gb-256gb,TGDD,03/2025,2025-08-24 18:33:13
325953,"Laptop Dell Inspiron 14 5440 - 7FN5J (Core 7 150U, 16GB, 1TB, Full HD+, OfficeHS, Win11)",24490000,Dell,Laptop,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,Intel Core 7 Raptor Lake - 150U,Card tích hợp - Intel Graphics,5.0,1129,True,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j,TGDD,2024,2025-08-24 18:33:13
331568,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,47690000,MacBook,Laptop,macOS Sequoia,Apple M4 Pro - Hãng không công bố,Card tích hợp - 16 nhân GPU,5.0,650,True,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-512gb,TGDD,10/2024,2025-08-24 18:33:13
334932,Điện thoại Samsung Galaxy A56 5G 12GB/256GB,11280000,Samsung,Smartphone,Android 15,,,4.9,29317,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a56,TGDD,03/2025,2025-08-24 18:33:13
328454,Điện thoại OPPO A3 8GB/128GB,5200000,OPPO,Smartphone,Android 14,,,4.9,46200,True,https://www.thegioididong.com/dtdd/oppo-a3-8gb-128gb,TGDD,08/2024,2025-08-24 18:33:13
329328,Điện thoại realme Note 60 4GB/64GB,2540000,realme,Smartphone,Android 14,,,5.0,1818,True,https://www.thegioididong.com/dtdd/realme-note-60-4gb-64gb,TGDD,09/2024,2025-08-24 18:33:13
333359,Điện thoại Samsung Galaxy S25 Plus 5G 12GB/256GB,22000000,Samsung,Smartphone,Android 15,,,4.9,3496,True,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-plus,TGDD,01/2025,2025-08-24 18:33:13
289663,Điện thoại iPhone 14 256GB,15690000,iPhone (Apple),Smartphone,iOS 17,,,4.9,3474,True,https://www.thegioididong.com/dtdd/iphone-14-256gb,TGDD,09/2022,2025-08-24 18:33:13
320336,Điện thoại Xiaomi 15 5G 12GB/512GB,24000000,Xiaomi,Smartphone,Xiaomi HyperOS 2,,,4.9,992,True,https://www.thegioididong.com/dtdd/xiaomi-15,TGDD,03/2025,2025-08-24 18:33:13
320730,Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB,7450000,Xiaomi,Smartphone,Xiaomi HyperOS (Android 14),,,4.9,58077,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro,TGDD,01/2025,2025-08-24 18:33:13
334970,Điện thoại Tecno Spark 30C 6GB/128GB,3240000,Tecno,Smartphone,Android 14,,,4.9,1240,True,https://www.thegioididong.com/dtdd/tecno-spark-30c,TGDD,03/2025,2025-08-24 18:33:13
338737,Điện thoại Samsung Galaxy Z Flip7 5G 12GB/512GB,30990000,Samsung,Smartphone,Android 16,,,5.0,54,True,https://www.thegioididong.com/dtdd/samsung-galaxy-z-flip7-512gb,TGDD,07/2025,2025-08-24 18:33:13
340478,"Laptop HP Pavilion 15 eg3095TU - 8C5L6PA-16G (i5 1335U, 16GB, 512GB, Full HD, Win11)",17390000,HP,Laptop,Windows 11 Home SL,Intel Core i5 Raptor Lake - 1335U,Intel UHD Graphics,5.0,57,True,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3095tu-i5-8c5l6pa-16g,TGDD,2023,2025-08-24 18:33:13
333103,"Laptop Dell Inspiron 15 3520 - 25P2315 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",18990000,Dell,Laptop,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,Intel Core i7 Alder Lake - 1255U,Intel Iris Xe Graphics,5.0,947,True,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315,TGDD,2024,2025-08-24 18:33:13
332255,Điện thoại HONOR Magic V3 5G 12GB/512GB,29990000,HONOR,Smartphone,Android 14,,,5.0,103,True,https://www.thegioididong.com/dtdd/honor-magic-v3,TGDD,12/2024,2025-08-24 18:33:13
335916,Điện thoại Samsung Galaxy A26 5G 8GB/128GB,6270000,Samsung,Smartphone,Android 15,,,5.0,1344,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a26-8gb-128gb,TGDD,04/2025,2025-08-24 18:33:13
314849,"Laptop MSI Gaming Bravo 15 B7ED - 010VN (R5 7535HS, 16GB, 512GB, RX 6550M 4GB, Full HD 144Hz, Win11)",17190000,MSI,Laptop,Windows 11 Home SL,AMD Ryzen 5 - 7535HS,"Card rời - AMD Radeon RX 6550M, 4 GB",4.9,1532,True,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn,TGDD,2023,2025-08-24 18:33:13
338741,Điện thoại Samsung Galaxy Z Flip7 FE 5G 8GB/128GB,18990000,Samsung,Smartphone,Android 16,,,5.0,272,True,https://www.thegioididong.com/dtdd/samsung-galaxy-z-flip7-fe,TGDD,07/2025,2025-08-24 18:33:13
320730,Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB,7450000,Xiaomi,Smartphone,Xiaomi HyperOS (Android 14),,,4.9,58077,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro,TGDD,01/2025,2025-08-24 18:33:13
