sku,name,price,brand,category,rating,reviews_count,url,release_date,screen_type,screen_panel,screen_size,screen_tech,screen_res,screen_rate,power_consumption,ports,weight,updated_at
331656,Màn hình Dell P2725H 27 inch FHD/IPS/100Hz/5ms,5590000,Dell,Screen,5.0,164,https://www.thegioididong.com/man-hinh-may-tinh/dell-p2725h-27-inch-fhd-ips-100hz-5ms,2024,Phẳng,IPS,27 inch,"Công nghệ chống nháy - Flicker-free, ComfortView Plus",Full HD (1920 x 1080),100 Hz,65 W,"1 x USB 3.2 Type-B upstream, 3 x USB 3.2 Type-A downstream, 1 x USB 3.2 Type-C downstream (PD of up to 15W), 1 x HDMI 1.4, 1 x DisplayPort 1.2, 1 x D-Sub (VGA)",6.05 kg,2025-09-09 11:47:33
337314,Màn hình Gaming MSI MAG 255F-E20 24.5 inch FHD/Rapid IPS/200Hz/0.5ms,2990000,MSI,Screen,5.0,291,https://www.thegioididong.com/man-hinh-may-tinh/msi-mag-255f-e20-24-5-inch-fhd-rapid-ips-200hz-0-5ms,2025,Phẳng,Rapid IPS,24.5 inch,"HDR Ready, AMD FreeSync Premium",Full HD (1920 x 1080),200 Hz,18W,"1 x DisplayPort 1.2a, 2 x HDMI 2.0b, 1 x Headphone-out",5.13 kg,2025-09-09 11:47:33
339093,Màn hình SingPC P27F100-IPS 27 inch FHD/IPS/100Hz/5ms,1990000,SingPC,Screen,5.0,170,https://www.thegioididong.com/man-hinh-may-tinh/singpc-p27f100-ips-27-inch-fhd-ips-100hz-5ms,2025,Phẳng,IPS,27 inch,Less Blue Light,Full HD (1920 x 1080),100 Hz,36W,"1 x HDMI, 1 x VGA",3.4 kg,2025-09-09 11:47:33
333566,Màn hình Viewsonic VA2708-2K-MHD 27 inch 2K/IPS/100Hz/1ms,3690000,Viewsonic,Screen,5.0,523,https://www.thegioididong.com/man-hinh-may-tinh/man-hinh-viewsonic-va2708-2k-mhd-27-inch-2k-ips-100hz-1ms,2024,Phẳng,IPS,27 inch,"Eye Protech+, Công nghệ chống nháy - Flicker-free, Lọc ánh sáng xanh, HDR10, Adaptive-Sync",QHD (2560 x 1440),100 Hz,30W,"1 x DisplayPort, 2 x HDMI 2.0, 1 x Jack tai nghe 3.5 mm",4.1 kg,2025-09-09 11:47:33
328849,Màn hình MSI PRO MP251 E2 24.5 inch FHD/IPS/120Hz/1ms,2290000,MSI,Screen,4.9,1959,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp251-e2-24-5-inch-fhd,2024,Phẳng,IPS,24.5 inch,"Adaptive Sync, Eyesergo, Chống chói Anti-Glare",Full HD (1920 x 1080),120 Hz,18W,"1 x Line-in, 1 x Headphone-out, 1 x HDMI 2.0, 1 x DisplayPort 1.4, 1 x D-Sub (VGA)",4.9 kg,2025-09-09 11:47:33
331654,Màn hình Dell P2425H 23.8 inch FHD/IPS/100Hz/5ms,4690000,Dell,Screen,5.0,259,https://www.thegioididong.com/man-hinh-may-tinh/dell-p2425h-23-8-inch-fhd-ips-100hz-5ms,2024,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, ComfortView Plus",Full HD (1920 x 1080),100 Hz,65 W,"1 x USB 3.2 Type-B upstream, 3 x USB 3.2 Type-A downstream, 1 x USB 3.2 Type-C downstream (PD of up to 15W), 1 x HDMI 1.4, 1 x DisplayPort 1.2, 1 x D-Sub (VGA)",4.98 kg,2025-09-09 11:47:33
329690,Màn hình MSI PRO MP223 E2 21.45 inch FHD/VA/100Hz/1ms,1590000,MSI,Screen,5.0,3121,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp223-e2-21-45-inch-fhd-va-100hz-1ms,2024,Phẳng,VA,"21.45""","Công nghệ chống nháy - Flicker-free, Giảm ánh sáng xanh",Full HD (1920 x 1080),100 Hz,15W,"1 x Headphone-out, 1 x HDMI 1.4, 1 x DisplayPort 1.2",3.46 kg,2025-09-09 11:47:33
341850,Màn hình Gaming AOC AG276QSD/79 26.5 inch 2K/QD-OLED/360Hz/0.01ms,16490000,AOC,Screen,,,https://www.thegioididong.com/man-hinh-may-tinh/aoc-ag276qsd-79-26-5-inch-2k-qd-oled-360hz-0-01ms,2025,Phẳng,QD-OLED,26.5 inch,"Công nghệ chống nháy - Flicker-free, RoHS, G-SYNC, DisplayHDR 400",QHD (2560 x 1440),360 Hz,78W,"1 x Jack tai nghe 3.5 mm, 2 x HDMI 2.1, 2 x USB 3.2, 2 x DisplayPort 1.4",6.7 kg,2025-09-09 11:47:33
334003,Màn hình MSI PRO MP252L 24.5 inch FHD/IPS/100Hz/1ms,1990000,MSI,Screen,4.9,1697,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp252l-24-5-inch-fhd-ips-100hz-1ms,2024,Phẳng,IPS,24.5 inch,"HDR Ready, Chống chói Anti-Glare, Adaptive-Sync",Full HD (1920 x 1080),100 Hz,24W,"1 x DisplayPort 1.2a, 1 x Headphone-out, 1 x HDMI 1.4b",1.967 kg,2025-09-09 11:47:33
335640,Màn hình Dell E2725H 27 inch FHD/VA/60Hz/5ms,3590000,Dell,Screen,5.0,49,https://www.thegioididong.com/man-hinh-may-tinh/dell-e2725h-27-inch-fhd-va-60hz-5ms,2024,Phẳng,VA,27 inch,,Full HD (1920 x 1080),60 Hz,30W,"1 x DisplayPort 1.2 (HDCP 1.4) (hỗ trợ lên đến FHD 1920 x 1080 75 Hz), 1 x D-Sub (VGA)",4.84 kg,2025-09-09 11:47:33
337235,Màn hình Gaming Asus TUF VG279QE5A 27 inch FHD/IPS/146Hz/1ms,3290000,Asus,Screen,5.0,132,https://www.thegioididong.com/man-hinh-may-tinh/asus-tuf-vg279qe5a-27fhd-ips-146hz-1ms,2025,Phẳng,IPS,27 inch,"DisplayWidget Center, Shadow Boost, HDCP, GameVisual, Nhiệt độ màu (4 chế độ), GamePlus, ASUS Extreme Low Motion Blur, Low Blue Light, ELMB Sync, Adaptive-Sync",Full HD (1920 x 1080),146 Hz,16.7W,"1 x 3.5 mm mini-jack, 1 x HDMI 2.0, 1 x DisplayPort 1.2",4.4 kg,2025-09-09 11:47:33
342556,"Màn hình Lenovo L27qe (27 inch 2K, IPS, 100Hz, 6ms)",2990000,Lenovo,Screen,5.0,71,https://www.thegioididong.com/man-hinh-may-tinh/man-hinh-lenovo-l27qe-27-inch-2k-ips-100hz-6ms,2025,Phẳng,IPS,27 inch,"Công nghệ chống nháy - Flicker-free, Adaptive Sync, Eye Comfort, HDR10, Freesync, Chống chói Anti-Glare",WQHD (2560 x 1440),100 Hz,43,"1 x HDMI 2.1, 1 x DisplayPort 1.4",4.5 kg,2025-09-09 11:47:33
341516,Màn hình Gaming Dell Alienware AW2725DM 27 inch 2K/Fast IPS/180Hz/1ms,7790000,Dell,Screen,5.0,10,https://www.thegioididong.com/man-hinh-may-tinh/dell-alienware-aw2725dm-27-inch-2k,2025,Phẳng,Fast IPS,27 inch,"VESA Adaptive Sync, NVIDIA G-SYNC, AMD FreeSync",WQHD (2560 x 1440),180 Hz,25W,"2 x HDMI (HDCP 1.4 & 2.3) (Hỗ trợ lên đến QHD 2560 x 1440, 144 Hz, 10 bit, TMDS, HDR, VRR theo quy định trong HDMI 2.1), 1 x DisplayPort 1.4 (HDCP 1.4 & 2.3) (Hỗ trợ lên đến 2560 x 1440, 180 Hz, HDR, VRR), 1 x USB 5 Gbps Type-A downstream, 1 x USB 5 Gbps Type-B upstream, 1 x USB 5Gbps Type-A downstream (với sạc pin 1.2)",6.5 kg,2025-09-09 11:47:33
338780,Màn hình Gaming Acer KB242Y P6 23.8 inch FHD/IPS/144Hz/1ms,1990000,Acer,Screen,5.0,757,https://www.thegioididong.com/man-hinh-may-tinh/acer-kb242y-p6-23-8fhd-ips-144hz-1ms,2025,Phẳng,IPS,23.8 inch,"Blue Light Shield, Low-dimming, Acer VisionCare, Flickerless, AMD FreeSync",Full HD (1920 x 1080),144 Hz,12.9W,"1 x HDMI 1.4, 1 x DisplayPort 1.2",3.042 kg,2025-09-09 11:47:33
335749,Màn hình Samsung S3 S30GD LS24D300GAEXXV 23.8 inch FHD/IPS/100Hz/1ms,2290000,Samsung,Screen,5.0,430,https://www.thegioididong.com/man-hinh-may-tinh/samsung-ls24d300gaexxv-23-8-inch-fhd-ips-100hz-1ms,2025,Phẳng,IPS,23.8 inch,"Eye Saver Mode, Eco Saving Plus, Flicker free Technology",Full HD (1920 x 1080),100 Hz,25W,"1 x HDMI 1.4, 1 x D-Sub (VGA)",2.4 kg,2025-09-09 11:47:33
335749,Màn hình Samsung S3 S30GD LS24D300GAEXXV 23.8 inch FHD/IPS/100Hz/1ms,2290000,Samsung,Screen,5.0,430,https://www.thegioididong.com/man-hinh-may-tinh/samsung-ls24d300gaexxv-23-8-inch-fhd-ips-100hz-1ms,2025,Phẳng,IPS,23.8 inch,"Eye Saver Mode, Eco Saving Plus, Flicker free Technology",Full HD (1920 x 1080),100 Hz,25W,"1 x HDMI 1.4, 1 x D-Sub (VGA)",2.4 kg,2025-09-09 11:47:33
336402,Màn hình Gaming Asus TUF VG249QE5A 23.8 inch FHD/IPS/146Hz/1ms,2690000,Asus,Screen,5.0,367,https://www.thegioididong.com/man-hinh-may-tinh/asus-vg249qe5a-23-8-inch-fhd-ips-146hz-1ms,2025,Phẳng,IPS,23.8 inch,"DisplayWidget Center, Shadow Boost, HDCP, GameVisual, Nhiệt độ màu (4 chế độ), GamePlus, ASUS Extreme Low Motion Blur, ELMB Sync, Low Blue Light, Adaptive-Sync",Full HD (1920 x 1080),146 Hz,15W,"1 x 3.5 mm mini-jack, 1 x HDMI 2.0, 1 x DisplayPort 1.2",3.3 kg,2025-09-09 11:47:33
321396,Màn hình Xiaomi A27i 27 inch FHD/IPS/100Hz/6ms/HDMI (ELA5345EU),2390000,Xiaomi,Screen,4.9,5336,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-a27i-27-inch-fhd,2023,Phẳng,IPS,27 inch,"Giảm ánh sáng xanh, Sai lệch màu Delta E< 2, HDR10",Full HD (1920 x 1080),100 Hz,24 W,"1 x DisplayPort, 1 x HDMI 2.0",3.6 kg,2025-09-09 11:47:33
338142,Màn hình Asus VA249HG-R 23.8 inch FHD/IPS/120Hz/1ms,2390000,Asus,Screen,5.0,327,https://www.thegioididong.com/man-hinh-may-tinh/asus-va249hg-r-23-8-inch-fhd-ips-120hz-1ms,2025,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, Shadow Boost, Motion Sync, HDCP 1.4, GameFast Input, Eye Care+, QuickFit, Nhiệt độ màu (4 chế độ), Công nghệ Trace Free, Công nghệ SPLENDID, GamePlus, Low Blue Light, Adaptive-Sync",Full HD (1920 x 1080),120 Hz,15W,"1 x Jack tai nghe 3.5 mm, 1 x HDMI 1.4, 1 x D-Sub (VGA)",3.2 kg,2025-09-09 11:47:33
335639,Màn hình Dell UltraSharp U2424H 23.8 inch FHD/IPS/120Hz/5ms,5390000,Dell,Screen,5.0,242,https://www.thegioididong.com/man-hinh-may-tinh/dell-ultrasharp-u2424h-23-8-inch-fhd-ips-120hz-5ms,2024,Phẳng,IPS,23.8 inch,"Chống ánh sáng xanh, Daisy Chain, Sai lệch màu Delta E< 2",Full HD (1920 x 1080),120 Hz,72W,"1 x USB Type-A downstream (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2) với sạc nguồn BC1.2, 1 x Audio Out, 1 x DisplayPort 1.4 (Đầu ra) với MST (HDCP 1.4), 1 x HDMI (HDCP 1.4) (hỗ trợ lên đến FHD 1920 x 1080 120Hz TMDS theo quy định trong HDMI 1.4), 1 x USB Type-C upstream (chỉ dữ liệu, SuperSpeed ​​USB 10 Gbps, USB 3.2 Gen 2), 1 x USB Type-C downstream (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2) có sạc nguồn (15W), 2 x USB Type-A downstream (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2), 1 x DisplayPort 1.4 (DRR cho Microsoft Windows) (HDCP 1.4)",5.38 kg,2025-09-09 11:47:33
334003,Màn hình MSI PRO MP252L 24.5 inch FHD/IPS/100Hz/1ms,1990000,MSI,Screen,4.9,1697,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp252l-24-5-inch-fhd-ips-100hz-1ms,2024,Phẳng,IPS,24.5 inch,"HDR Ready, Chống chói Anti-Glare, Adaptive-Sync",Full HD (1920 x 1080),100 Hz,24W,"1 x DisplayPort 1.2a, 1 x Headphone-out, 1 x HDMI 1.4b",1.967 kg,2025-09-09 11:47:33
342212,Màn hình Gaming Samsung Odyssey G3 LS27DG302EEXXV 27 inch Full HD/VA/180Hz/1ms/,3790000,Samsung,Screen,5.0,7,https://www.thegioididong.com/man-hinh-may-tinh/samsung-odyssey-ls27dg302eexxv-27-inch-full-hd,2024,Phẳng,VA,27 inch,"Eye Saver Mode, Công nghệ chống nháy - Flicker-free, Eco Saving Plus, Virtual AIM Point, Auto Source Switch, Freesync",Full HD (1920 x 1080),180 Hz,35w,"1 x DisplayPort, 1 x HDMI, 1 x Jack tai nghe 3.5 mm, USB 2.0",4.4 kg,2025-09-09 11:47:33
324060,Màn hình Gaming Xiaomi G34WQi 34 inch 3K/VA/180Hz/1ms/DisplayPort,6590000,Xiaomi,Screen,5.0,132,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-g34wqi-34-inch-3k,2024,Cong,VA,34 inch,"Giảm ánh sáng xanh, Độ cong 1500R, Sai lệch màu Delta E< 2, AMD FreeSync Premium",3K (3440 x 1440),180 Hz,65 W,"2 x HDMI 2.0, 1 x Jack tai nghe 3.5 mm, 2 x DisplayPort 1.4",6.9 kg,2025-09-09 11:47:33
334388,Màn hình Xiaomi A27Qi 27 inch 2K/IPS/100Hz/6ms,3690000,Xiaomi,Screen,5.0,411,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-a27qi-27-inch-2k-ips-100hz-6ms,2025,Phẳng,IPS,27 inch,Giảm ánh sáng xanh,QHD (2560 x 1440),100 Hz,,"1 x Audio Out, 1 x HDMI 2.0, 1 x DisplayPort 1.4",4.2 kg,2025-09-09 11:47:33
322533,Màn hình Gaming Samsung Odyssey G5 G55C LS27CG552EEXXV 27 inch 2K/VA/165Hz/1ms/HDMI/DisplayPort,4890000,Samsung,Screen,5.0,290,https://www.thegioididong.com/man-hinh-may-tinh/samsung-odyssey-g5-g55c-ls27cg552eexxv-27-inch-2k,2024,Cong,VA,27 inch,"Eye Saver Mode, Công nghệ chống nháy - Flicker-free, Auto Source Switch+, Black Equalizer (Bộ cân bằng màu đen), AMD FreeSync, HDR10, Curved Screen 1000R",QHD (2560 x 1440),165 Hz,40 W,"1 x Jack tai nghe 3.5 mm, 1 x HDMI 2.0, 1 x DisplayPort 1.2",4.1 kg,2025-09-09 11:47:33
330832,Màn hình Gaming Xiaomi G Pro 27i 27 inch 2K/IPS/180Hz/1ms,8290000,Xiaomi,Screen,5.0,8,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-g-pro-27i-27-inch-2k-ips-180hz-1ms,2024,Phẳng,Fast IPS,27 inch,"Giảm ánh sáng xanh, Sai lệch màu Delta E< 2, Freesync",QHD (2560 x 1440),180 Hz,65 W,"2 x DisplayPort, 1 x Headphone-out, 2 x HDMI",6.8 kg,2025-09-09 11:47:33
342209,Màn hình Gaming Samsung Odyssey 3D LS27FG900XEXXV 27 inch 4K/IPS/165Hz/1ms,47090000,Samsung,Screen,,,https://www.thegioididong.com/man-hinh-may-tinh/samsung-odyssey-3d-ls27fg900xexxv-27-inch-4k-ips-165hz-1ms,2025,Phẳng,IPS,27 inch,"Eye Saver Mode, Công nghệ chống nháy - Flicker-free, Energy Saving Solution, Chuyển đổi video 3D bằng AI, Xem 3D không cần kính (Odyssey 3D Hub), FreeSync Premium",UHD (3840 x 2160),165 Hz,78W,"1 x DisplayPort, 2 x HDMI, 2 x USB 2.0, USB Hub Version 3.1 gen 1",7.5 kg,2025-09-09 11:47:33
339564,Màn hình Dell Pro Plus P2725D 27 inch 2K/IPS/100Hz/5ms,7190000,Dell,Screen,5.0,12,https://www.thegioididong.com/man-hinh-may-tinh/dell-pro-plus-p2725d-27-inch-2k-ips-100hz-5ms,2025,Phẳng,IPS,27 inch,"ComfortView Plus, Chống chói Anti-Glare",QHD (2560 x 1440),100 Hz,18.8W,"1 x USB-C 5 Gbps downstream, 3 x USB Type-A 5 Gbps downstream, 1 x USB Type-B 5 Gbps upstream, 1 x DisplayPort 1.4, 1 x HDMI (HDCP 1.4)",6.27 kg,2025-09-09 11:47:33
335842,Màn hình Samsung S3 S32GF LS24F320GAEXXV 23.8 inch FHD/IPS/120Hz/5ms,2390000,Samsung,Screen,5.0,303,https://www.thegioididong.com/man-hinh-may-tinh/samsung-ls24f320gaexxv-23-8-inch-full-hd,2025,Phẳng,IPS,23.8 inch,"Eye Saver Mode, Off Timer Plus, Auto Source Switch, Energy Saving Solution, Image Size, Flicker free Technology",Full HD (1920 x 1080),120 Hz,25W,2 x HDMI,2.4 kg,2025-09-09 11:47:33
324059,Màn hình Xiaomi A24i 23.8 inch FHD/IPS/100Hz/6ms/HDMI,2090000,Xiaomi,Screen,4.9,1265,https://www.thegioididong.com/man-hinh-may-tinh/xiaomi-a24i-238-inch-fhd,2024,Phẳng,IPS,23.8 inch,"Giảm ánh sáng xanh, Sai lệch màu Delta E< 2, HDR10",Full HD (1920 x 1080),100 Hz,24 W,"1 x DisplayPort 1.4, HDMI",2.98 kg,2025-09-09 11:47:33
339092,Màn hình SingPC P22F100-IPS 21.5 inch FHD/IPS/100Hz/5ms,1290000,SingPC,Screen,4.9,369,https://www.thegioididong.com/man-hinh-may-tinh/singpc-p22f100-ips-21-5-inch-fhd-ips-100hz-5ms,2025,Phẳng,IPS,21.5 inch,Less Blue Light,Full HD (1920 x 1080),100 Hz,36W,"1 x HDMI, 1 x VGA",2 kg,2025-09-09 11:47:33
274150,Apple Studio Display Standard 27inch Retina 5K/60Hz (MK0U3SA/A),37690000,Apple,Screen,5.0,108,https://www.thegioididong.com/man-hinh-may-tinh/apple-studio-display-27-5k-retina,2022,Phẳng,Hãng không công bố,27 inch,"True Tone technology, Wide color (P3)",5K Retina (5120 x 2880),60 Hz,Hãng không công bố,"1 x Thunderbolt 3, 3 x USB-C",6.3 kg,2025-09-09 11:47:33
331924,Màn hình LG 27MR400-B.ATVQ 27 inch FHD/IPS/100Hz/5ms,2590000,LG,Screen,5.0,550,https://www.thegioididong.com/man-hinh-may-tinh/lg-27mr400-b-atvq-27inch-fhd-ips-100hz-5ms,2023,Phẳng,IPS,27 inch,"Super Resolution+, Dynamic Action Sync, AMD FreeSync",Full HD (1920 x 1080),100 Hz,24W,"1 x Headphone out 3-Pole (Sound only), 1 x HDMI",3.84 kg,2025-09-09 11:47:33
339093,Màn hình SingPC P27F100-IPS 27 inch FHD/IPS/100Hz/5ms,1990000,SingPC,Screen,5.0,170,https://www.thegioididong.com/man-hinh-may-tinh/singpc-p27f100-ips-27-inch-fhd-ips-100hz-5ms,2025,Phẳng,IPS,27 inch,Less Blue Light,Full HD (1920 x 1080),100 Hz,36W,"1 x HDMI, 1 x VGA",3.4 kg,2025-09-09 11:47:33
335631,Màn hình Gaming GIGABYTE GS27QA 27 inch 2K/IPS/180Hz/1ms,4990000,GIGABYTE,Screen,5.0,31,https://www.thegioididong.com/man-hinh-may-tinh/gigabyte-gs27qa-27-inch-2k-180hz-1ms,2024,Phẳng,IPS,27 inch,"Giảm ánh sáng xanh, Freesync",QHD (2560 x 1440),180 Hz,32W,"2 x HDMI 2.0, 1 x DisplayPort 1.4, 1 x Earphone Jack",5.26 kg,2025-09-09 11:47:33
331920,Màn hình Asus VY249HGR 23.8 inch FHD/IPS/120Hz/1ms,2390000,Asus,Screen,5.0,684,https://www.thegioididong.com/man-hinh-may-tinh/asus-vy249hgr-23-8-inch-fhd-ips-120hz-1ms,2024,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, Adaptive Sync, Shadow Boost, Motion Sync, HDCP 1.4, GameFast Input, Eye Care+, QuickFit, Nhiệt độ màu (4 chế độ), Công nghệ Trace Free, Công nghệ SPLENDID, GamePlus, Low Blue Light",Full HD (1920 x 1080),120 Hz,15W,"1 x Jack tai nghe 3.5 mm, 1 x HDMI 1.4, 1 x D-Sub (VGA)",3.4 kg,2025-09-09 11:47:33
335842,Màn hình Samsung S3 S32GF LS24F320GAEXXV 23.8 inch FHD/IPS/120Hz/5ms,2390000,Samsung,Screen,5.0,303,https://www.thegioididong.com/man-hinh-may-tinh/samsung-ls24f320gaexxv-23-8-inch-full-hd,2025,Phẳng,IPS,23.8 inch,"Eye Saver Mode, Off Timer Plus, Auto Source Switch, Energy Saving Solution, Image Size, Flicker free Technology",Full HD (1920 x 1080),120 Hz,25W,2 x HDMI,2.4 kg,2025-09-09 11:47:33
339094,Màn hình Gaming Asus TUF VG259Q5A 24.5 inch FHD/IPS/200Hz/1ms,3090000,Asus,Screen,5.0,86,https://www.thegioididong.com/man-hinh-may-tinh/asus-tuf-vg259q5a-24-5-inch-fhd-ips-200hz-1ms,2025,Phẳng,Fast IPS,24.5 inch,"HDCP 2.3, DisplayWidget Center, Shadow Boost, GameVisual, GameFast Input, Nhiệt độ màu (4 chế độ), Công nghệ Trace Free, GamePlus, ASUS Extreme Low Motion Blur, Low Blue Light, Adaptive-Sync",Full HD (1920 x 1080),200 Hz,15W,"2 x HDMI 2.0, 1 x DisplayPort 1.4, 1 x Earphone Jack",3.4 kg,2025-09-09 11:47:33
331921,Màn hình Gaming LG UltraGear 24GS60F-B.ATV 23.8 inch FHD/IPS/180Hz/1ms,0,LG,Screen,5.0,173,https://www.thegioididong.com/man-hinh-may-tinh/lg-24gs60f-b-atv-23-8-inch-fhd-ips-180hz-1ms,2024,Phẳng,IPS,23.8 inch,"HDR Effect, AMD FreeSync, HDR10, G-Sync Compatible",Full HD (1920 x 1080),180 Hz,18W,"1 x DisplayPort, 1 x Headphone out 3-Pole (Sound only), 1 x HDMI",4 kg,2025-09-09 11:47:33
337322,Màn hình Gaming MSI MAG 274F 27 inch FHD/Rapid IPS/200Hz/0.5ms,3690000,MSI,Screen,5.0,114,https://www.thegioididong.com/man-hinh-may-tinh/msi-mag-274f-27-inch-fhd-rapid-ips-200hz-0-5ms,2025,Phẳng,Rapid IPS,27 inch,"HDR Ready, Chống chói Anti-Glare, Adaptive-Sync",Full HD (1920 x 1080),200 Hz,21W,"1 x DisplayPort 1.2a, 1 x HDMI 2.0b, 1 x Headphone-out",6.25 kg,2025-09-09 11:47:33
333733,Màn hình MSI PRO MP275 E2 27 inch FHD/IPS/120Hz/1ms,2790000,MSI,Screen,4.9,710,https://www.thegioididong.com/man-hinh-may-tinh/msi-pro-mp275-e2-27-inch-fhd-ips-120hz-1ms,2024,Phẳng,IPS,27 inch,"Eye-Q Check, Eyesergo",Full HD (1920 x 1080),120 Hz,21W,"1 x Line-in, 1 x Headphone-out, 1 x HDMI 2.0, 1 x DisplayPort 1.2, 1 x D-Sub (VGA)",3.854 kg,2025-09-09 11:47:33
332008,Màn hình Asus VY279HGR 27 inch FHD/IPS/120Hz/1ms,2890000,Asus,Screen,4.9,732,https://www.thegioididong.com/man-hinh-may-tinh/asus-vy279hgr-27-inch-fhd-ips-120hz-1ms,2024,Phẳng,IPS,27 inch,"Shadow Boost, Motion Sync, HDCP 1.4, GameFast Input, Eye Care+, QuickFit, Nhiệt độ màu (4 chế độ), Công nghệ Trace Free, Công nghệ SPLENDID, GamePlus, Low Blue Light, Adaptive-Sync",Full HD (1920 x 1080),120 Hz,21W,"1 x Jack tai nghe 3.5 mm, 1 x HDMI 1.4, 1 x D-Sub (VGA)",4.05 kg,2025-09-09 11:47:33
341851,Màn hình AOC 24B36X/71 23.8 inch FHD/IPS/144Hz/0.5ms,2390000,AOC,Screen,5.0,1,https://www.thegioididong.com/man-hinh-may-tinh/man-hinh-aoc-24b36x-71-23-8-inch-fhd-ips-144hz-0-5ms,2025,Phẳng,IPS,23.8 inch,RoHS,Full HD (1920 x 1080),144 Hz,18W,"1 x HDMI 1.4, 1 x DisplayPort 1.4",2.52 kg,2025-09-09 11:47:33
324727,Màn hình Gaming Viewsonic VX2479-HD-PRO 23.8 inch FHD/IPS/180Hz/1ms,2690000,Viewsonic,Screen,5.0,162,https://www.thegioididong.com/man-hinh-may-tinh/viewsonic-gaming-vx2479-hd-pro-23-8-inch-fhd,2023,Phẳng,IPS,23.8 inch,"Công nghệ chống nháy - Flicker-free, Lọc ánh sáng xanh, AMD FreeSync, HDR10, Chống chói Anti-Glare",Full HD (1920 x 1080),180 Hz,28 W,"2 x HDMI 1.4, 1 x Jack tai nghe 3.5 mm, 1 x DisplayPort 1.4",3.2 kg,2025-09-09 11:47:33
