id,name,onsale_price,brand,category,os,cpu/chipset,gpu,ram,storage,rating,reviews_count,is_new,url,retailer,created_at,updated_at
340560,"Laptop Dell Inspiron 15 3530 - 71070372 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",17990000,Dell,Laptop,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,Intel Core i5 Raptor Lake - 1334U,Intel Iris Xe Graphics,16 GB DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,5.0,122,True,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71070372,TGDD,2025,2025-08-28 22:40:39
328752,Điện thoại Samsung Galaxy A06 4GB/64GB,2990000,Samsung,Smartphone,Android 14,MediaTek Helio G85,,4 GB,64 GB,4.9,142159,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-4gb-64gb,TGDD,08/2024,2025-08-28 22:40:39
281570,Điện thoại iPhone 15 128GB,15290000,iPhone (Apple),Smartphone,iOS 17,Apple A16 Bionic,,6 GB,128 GB,4.9,91248,True,https://www.thegioididong.com/dtdd/iphone-15,TGDD,09/2023,2025-08-28 22:40:39
338920,Điện thoại vivo Y19s Pro 4GB/128GB,4410000,vivo,Smartphone,Android 15,Unisoc Tiger T612,,4 GB,128 GB,5.0,5307,True,https://www.thegioididong.com/dtdd/vivo-y19s-pro,TGDD,06/2025,2025-08-28 22:40:39
327189,Điện thoại OPPO Reno12 F 5G 8GB/256GB,8420000,OPPO,Smartphone,Android 14,MediaTek Dimensity 6300 5G 8 nhân,,8 GB,256 GB,4.9,5803,True,https://www.thegioididong.com/dtdd/oppo-reno12-f-5g-8gb-256gb,TGDD,07/2024,2025-08-28 22:40:39
329136,Điện thoại iPhone 16 256GB,21890000,iPhone (Apple),Smartphone,iOS 18,Apple A18 6 nhân,,8 GB,256 GB,4.9,6244,True,https://www.thegioididong.com/dtdd/iphone-16-256gb,TGDD,09/2024,2025-08-28 22:40:39
333148,Điện thoại Xiaomi Redmi Note 14 8GB/256GB,6180000,Xiaomi,Smartphone,Xiaomi HyperOS (Android 14),MediaTek Helio G99-Ultra 8 nhân,,8 GB,256 GB,4.9,69021,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-8gb-256gb,TGDD,01/2025,2025-08-28 22:40:39
331206,Điện thoại Samsung Galaxy A16 8GB/256GB,5490000,Samsung,Smartphone,Android 14,MediaTek Helio G99,,8 GB,256 GB,4.9,42643,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a16,TGDD,11/2024,2025-08-28 22:40:39
332448,Laptop MacBook Pro 14 inch Nano M4 16GB/512GB,41690000,MacBook,Laptop,macOS Sequoia,Apple M4 - Hãng không công bố,Card tích hợp - 10 nhân GPU,16 GB,512 GB SSD,5.0,204,True,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-16-512,TGDD,10/2024,2025-08-28 22:40:39
313974,"Laptop HP Gaming VICTUS 16 s0077AX - 8C5N6PA (R7 7840HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",23590000,HP,Laptop,Windows 11 Home SL,AMD Ryzen 7 - 7840HS,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,512 GB SSD NVMe PCIe,4.9,525,True,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa,TGDD,2023,2025-08-28 22:40:39
323563,Điện thoại Samsung Galaxy M35 5G 8GB/256GB,0,Samsung,Smartphone,Android 14,Exynos 1380 8 nhân,,8 GB,256 GB,4.9,32539,True,https://www.thegioididong.com/dtdd/samsung-galaxy-m35-5g,TGDD,06/2024,2025-08-28 22:40:39
337714,Điện thoại Xiaomi Redmi Note 14 Pro 5G 12GB/512GB,10300000,Xiaomi,Smartphone,Xiaomi HyperOS (Android 14),MediaTek Dimensity 7300-Ultra 8 nhân,,12 GB,512 GB,4.9,6158,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-5g-12gb-512gb,TGDD,01/2025,2025-08-28 22:40:39
331568,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,47690000,MacBook,Laptop,macOS Sequoia,Apple M4 Pro - Hãng không công bố,Card tích hợp - 16 nhân GPU,24 GB,512 GB SSD,5.0,668,True,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-512gb,TGDD,10/2024,2025-08-28 22:40:39
326050,"Laptop HP 15 fd0303TU - A2NL4PA (i3 1315U, 8GB, 512GB, Full HD, Win11)",11390000,HP,Laptop,Windows 11 Home SL,Intel Core i3 Raptor Lake - 1315U,Intel UHD Graphics,8 GB DDR4 (1 khe 8 GB + 1 khe rời) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",5.0,8656,True,https://www.thegioididong.com/laptop/hp-15-fd0303tu-i3-a2nl4pa,TGDD,2024,2025-08-28 22:40:39
323005,Điện thoại vivo Y03 4GB/64GB,2940000,vivo,Smartphone,Android 14,MediaTek Helio G85,,4 GB,64 GB,4.9,14471,True,https://www.thegioididong.com/dtdd/vivo-y03-64gb,TGDD,03/2024,2025-08-28 22:40:39
317704,"Laptop Asus Vivobook 14 X1404V - NK050W (i5 1335U, 16GB, 512GB, Full HD, Win11)",14990000,Asus,Laptop,Windows 11 Home SL,Intel Core i5 Raptor Lake - 1335U,Intel Iris Xe Graphics,16 GB DDR4 (8 GB onboard + 1 khe 8 GB) 2933 MHz,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",4.9,3798,True,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w,TGDD,2023,2025-08-28 22:40:39
329144,Điện thoại iPhone 16 Pro 256GB,28090000,iPhone (Apple),Smartphone,iOS 18,Apple A18 Pro 6 nhân,,8 GB,256 GB,4.9,23001,True,https://www.thegioididong.com/dtdd/iphone-16-pro-256gb,TGDD,09/2024,2025-08-28 22:40:39
338739,Điện thoại Samsung Galaxy Z Fold7 5G 12GB/512GB,47990000,Samsung,Smartphone,Android 16,Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân,,12 GB,512 GB,5.0,340,True,https://www.thegioididong.com/dtdd/samsung-galaxy-z-fold7-512gb,TGDD,07/2025,2025-08-28 22:40:39
327097,"Laptop HP 15 fd1063TU - 9Z2Y1PA (Ultra 5 125H, 16GB, 512GB, Full HD, Win11)",17590000,HP,Laptop,Windows 11 Home SL,Intel Core Ultra 5 Meteor Lake - 125H,Card tích hợp - Intel Graphics,16 GB DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,512 GB SSD NVMe PCIe,4.9,1168,True,https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa,TGDD,2024,2025-08-28 22:40:39
334777,Điện thoại Samsung Galaxy A26 5G 8GB/256GB,7650000,Samsung,Smartphone,Android 15,Exynos 1380 8 nhân,,8 GB,256 GB,4.9,56625,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a26,TGDD,04/2025,2025-08-28 22:40:39
325306,Laptop Apple MacBook Air 13 inch M2 16GB/256GB/10GPU (Z160),23090000,MacBook,Laptop,macOS,Apple M2,Card tích hợp - 10 nhân GPU,16 GB,256 GB SSD,5.0,901,True,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb-10gpu,TGDD,6/2022,2025-08-28 22:40:39
339180,Điện thoại vivo Y39 5G 8GB/128GB,0,vivo,Smartphone,Android 15,Snapdragon 4 Gen 2 8 nhân,,8 GB,128 GB,4.9,7623,True,https://www.thegioididong.com/dtdd/vivo-y39-5g,TGDD,06/2025,2025-08-28 22:40:39
337742,Điện thoại realme C71 6GB/128GB,4410000,realme,Smartphone,Android 15,Unisoc T7250 8 nhân,,6 GB,128 GB,4.9,16330,True,https://www.thegioididong.com/dtdd/realme-c71-6gb,TGDD,06/2025,2025-08-28 22:40:39
334866,Điện thoại iPhone 16e 512GB,24290000,iPhone (Apple),Smartphone,iOS 18,Apple A18 6 nhân,,8 GB,512 GB,5.0,35,True,https://www.thegioididong.com/dtdd/iphone-16e-512gb,TGDD,02/2025,2025-08-28 22:40:39
307174,Điện thoại Samsung Galaxy S24 Ultra 5G 12GB/256GB,23300000,Samsung,Smartphone,Android 14,Snapdragon 8 Gen 3 for Galaxy,,12 GB,256 GB,4.9,36474,True,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-ultra-5g,TGDD,01/2024,2025-08-28 22:40:39
338322,"Laptop Asus Vivobook S16 S3607VA - RP055WS (i5 13420H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)",18390000,Asus,Laptop,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,Intel Core i5 Raptor Lake - 13420H,Intel UHD Graphics,16 GB DDR5 (1 khe 8 GB onboard + 1 khe 8 GB) 4800 MHz,512 GB SSD NVMe PCIe,5.0,236,True,https://www.thegioididong.com/laptop/asus-s3607va-i5-rp055ws,TGDD,2025,2025-08-28 22:40:39
328750,Điện thoại Samsung Galaxy A06 6GB/128GB,3530000,Samsung,Smartphone,Android 14,MediaTek Helio G85,,6 GB,128 GB,4.9,191705,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-6gb-128gb,TGDD,08/2024,2025-08-28 22:40:39
333480,Điện thoại HONOR X9c Smart 5G 12GB/256GB,7550000,HONOR,Smartphone,Android 14,MediaTek Dimensity 7025-Ultra 5G 8 nhân,,12 GB,256 GB,4.9,5819,True,https://www.thegioididong.com/dtdd/honor-x9c-smart,TGDD,01/2025,2025-08-28 22:40:39
303891,Điện thoại iPhone 15 Plus 128GB,18890000,iPhone (Apple),Smartphone,iOS 17,Apple A16 Bionic,,6 GB,128 GB,4.9,54567,True,https://www.thegioididong.com/dtdd/iphone-15-plus,TGDD,09/2023,2025-08-28 22:40:39
334446,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000FVN (i7 13620H, 24GB, 512GB, WUXGA, Win11)",19190000,Lenovo,Laptop,Windows 11 Home SL,Intel Core i7 Raptor Lake - 13620H,Intel UHD Graphics,24 GB DDR5 (1 khe 8 GB onboard + 1 khe 16 GB) 4800 MHz,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",5.0,996,True,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000fvn,TGDD,2024,2025-08-28 22:40:39
323546,Điện thoại Masstel Fami 50 4G,590000,Masstel,Phone,,Unisoc T107,,48 MB,128 MB,4.9,56954,True,https://www.thegioididong.com/dtdd/masstel-fami-50,TGDD,04/2024,2025-08-28 22:40:39
335229,Điện thoại vivo Y04 6GB/128GB,3920000,vivo,Smartphone,Android 14,Unisoc T7225 8 nhân,,6 GB,128 GB,5.0,1345,True,https://www.thegioididong.com/dtdd/vivo-y04-6gb-128gb,TGDD,04/2025,2025-08-28 22:40:39
328815,"Laptop HP Envy X360 14 fa0050AU - A29H8PA (R5 8640HS, 16GB, 512GB, 2.8K OLED, Cảm ứng, Win11)",25890000,HP,Laptop,Windows 11 Home SL,AMD Ryzen 5 - 8640HS,Card tích hợp - AMD Radeon Graphics,16 GB LPDDR5 (Onboard) 6400 MHz,512 GB SSD NVMe PCIe Gen 4.0,5.0,280,True,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa,TGDD,2024,2025-08-28 22:40:39
336703,Điện thoại vivo V50 Lite 5G 12GB/256GB,10800000,vivo,Smartphone,Android 15,MediaTek Dimensity 6300 5G 8 nhân,,12 GB,256 GB,5.0,1729,True,https://www.thegioididong.com/dtdd/vivo-v50-lite-5g-12gb-256gb,TGDD,05/2025,2025-08-28 22:40:39
334938,Điện thoại OPPO Find N5 5G 16GB/512GB,44180000,OPPO,Smartphone,Android 15,Qualcomm Snapdragon 8 Elite 8 nhân,,16 GB,512 GB,5.0,274,True,https://www.thegioididong.com/dtdd/oppo-find-n5,TGDD,04/2025,2025-08-28 22:40:39
329140,Điện thoại iPhone 16 Plus 256GB,25090000,iPhone (Apple),Smartphone,iOS 18,Apple A18 6 nhân,,8 GB,256 GB,4.9,6495,True,https://www.thegioididong.com/dtdd/iphone-16-plus-256gb,TGDD,09/2024,2025-08-28 22:40:39
332934,Điện thoại OPPO Reno13 5G 12GB/256GB,14200000,OPPO,Smartphone,Android 15,MediaTek Dimensity 8350 5G 8 nhân,,12 GB,256 GB,4.9,21376,True,https://www.thegioididong.com/dtdd/oppo-reno13-5g,TGDD,01/2025,2025-08-28 22:40:39
303716,Điện thoại iPhone 15 256GB,18490000,iPhone (Apple),Smartphone,iOS 17,Apple A16 Bionic,,6 GB,256 GB,4.9,17076,True,https://www.thegioididong.com/dtdd/iphone-15-256gb,TGDD,09/2023,2025-08-28 22:40:39
340221,Điện thoại HONOR X6c 6GB/256GB,4590000,HONOR,Smartphone,Android 15,MediaTek Helio G81-Ultra 8 nhân,,6 GB,256 GB,5.0,1994,True,https://www.thegioididong.com/dtdd/honor-x6c-6gb-256gb,TGDD,07/2025,2025-08-28 22:40:39
329150,Điện thoại iPhone 16 Pro Max 512GB,36790000,iPhone (Apple),Smartphone,iOS 18,Apple A18 Pro 6 nhân,,8 GB,512 GB,5.0,32658,True,https://www.thegioididong.com/dtdd/iphone-16-pro-max-512gb,TGDD,09/2024,2025-08-28 22:40:39
336036,"Laptop Asus Vivobook 15 X1504VA - BQ2225WS (i5 1334U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",14990000,Asus,Laptop,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,Intel Core i5 Raptor Lake - 1334U,Intel Iris Xe Graphics,16 GB DDR4 (8 GB onboard + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,5.0,934,True,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-bq2225ws,TGDD,2025,2025-08-28 22:40:39
303891,Điện thoại iPhone 15 Plus 128GB,18890000,iPhone (Apple),Smartphone,iOS 17,Apple A16 Bionic,,6 GB,128 GB,4.9,54567,True,https://www.thegioididong.com/dtdd/iphone-15-plus,TGDD,09/2023,2025-08-28 22:40:39
331566,Laptop MacBook Pro 14 inch M4 16GB/1TB,44090000,MacBook,Laptop,macOS Sequoia,Apple M4 - Hãng không công bố,Card tích hợp - 10 nhân GPU,16 GB,1 TB SSD,5.0,86,True,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-16gb-1tb,TGDD,10/2024,2025-08-28 22:40:39
303716,Điện thoại iPhone 15 256GB,18490000,iPhone (Apple),Smartphone,iOS 17,Apple A16 Bionic,,6 GB,256 GB,4.9,17076,True,https://www.thegioididong.com/dtdd/iphone-15-256gb,TGDD,09/2023,2025-08-28 22:40:39
335916,Điện thoại Samsung Galaxy A26 5G 8GB/128GB,6570000,Samsung,Smartphone,Android 15,Exynos 1380 8 nhân,,8 GB,128 GB,5.0,1397,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a26-8gb-128gb,TGDD,04/2025,2025-08-28 22:40:39
335915,Điện thoại Samsung Galaxy A26 5G 6GB/128GB,6070000,Samsung,Smartphone,Android 15,Exynos 1380 8 nhân,,6 GB,128 GB,4.9,9794,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a26-6gb-128gb,TGDD,04/2025,2025-08-28 22:40:39
333479,Điện thoại HONOR X9c 5G 12GB/256GB,8690000,HONOR,Smartphone,Android 14,Snapdragon 6 Gen 1 5G 8 nhân,,12 GB,256 GB,4.9,3047,True,https://www.thegioididong.com/dtdd/honor-x9c,TGDD,01/2025,2025-08-28 22:40:39
327507,"Laptop Acer Aspire 5 A515 58M 79R7 - NX.KQ8SV.007 (i7 13620H, 16GB, 512GB, Full HD, Win11)",19390000,Acer,Laptop,Windows 11 Home SL,Intel Core i7 Raptor Lake - 13620H,Intel UHD Graphics,16 GB LPDDR5 (Onboard) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",4.9,399,True,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007,TGDD,2023,2025-08-28 22:40:39
320730,Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB,7850000,Xiaomi,Smartphone,Xiaomi HyperOS (Android 14),MediaTek Helio G100-Ultra 8 nhân,,8 GB,256 GB,4.9,59457,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro,TGDD,01/2025,2025-08-28 22:40:39
333281,Điện thoại realme Note 60x 4GB/64GB,2940000,realme,Smartphone,Android 14,Unisoc Tiger T612,,4 GB,64 GB,4.9,18371,True,https://www.thegioididong.com/dtdd/realme-note-60x-4gb,TGDD,01/2025,2025-08-28 22:40:39
323546,Điện thoại Masstel Fami 50 4G,590000,Masstel,Phone,,Unisoc T107,,48 MB,128 MB,4.9,56954,True,https://www.thegioididong.com/dtdd/masstel-fami-50,TGDD,04/2024,2025-08-28 22:40:39
328306,Điện thoại OPPO Reno12 F 8GB/256GB,7160000,OPPO,Smartphone,Android 14,Snapdragon 685 8 nhân,,8 GB,256 GB,4.9,34874,True,https://www.thegioididong.com/dtdd/oppo-reno12-f-4g-8gb-256gb,TGDD,08/2024,2025-08-28 22:40:39
339616,"Laptop Lenovo IdeaPad Slim 5 OLED 14IAH10 - 83NC001AVN (Ultra 7 255H, 24GB, 1TB, WUXGA OLED, Win11)",26890000,Lenovo,Laptop,Windows 11 Home SL,Intel Core Ultra 7 Arrow Lake - 255H,Card tích hợp - Intel Arc Graphics,24 GB DDR5 (1 khe 12 GB + 1 khe 12 GB) 4800 MHz,1 TB SSD NVMe PCIe Gen 4,,,True,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14iah10-ultra-7-83nc001avn,TGDD,2025,2025-08-28 22:40:39
335918,Điện thoại Xiaomi Redmi A5 4GB/128GB,3240000,Xiaomi,Smartphone,Android 15,Unisoc T7250 8 nhân,,4 GB,128 GB,4.9,18586,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-a5-4gb-128gb,TGDD,04/2025,2025-08-28 22:40:39
329328,Điện thoại realme Note 60 4GB/64GB,2540000,realme,Smartphone,Android 14,Unisoc Tiger T612,,4 GB,64 GB,5.0,1827,True,https://www.thegioididong.com/dtdd/realme-note-60-4gb-64gb,TGDD,09/2024,2025-08-28 22:40:39
339179,Điện thoại vivo Y39 5G 8GB/256GB,8340000,vivo,Smartphone,Android 15,Snapdragon 4 Gen 2 8 nhân,,8 GB,256 GB,5.0,2137,True,https://www.thegioididong.com/dtdd/vivo-y39-5g-256gb,TGDD,06/2025,2025-08-28 22:40:39
329138,Điện thoại iPhone 16 Plus 128GB,21990000,iPhone (Apple),Smartphone,iOS 18,Apple A18 6 nhân,,8 GB,128 GB,4.9,18743,True,https://www.thegioididong.com/dtdd/iphone-16-plus,TGDD,09/2024,2025-08-28 22:40:39
341563,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - 71072939 (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, WQXGA 120Hz, OfficeH24+365, Win11)",29490000,Dell,Laptop,Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm,Intel Core 5 Raptor Lake - 210H,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,512 GB SSD NVMe PCIe,5.0,12,True,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-5-210h-71072939,TGDD,2025,2025-08-28 22:40:39
317712,"Laptop Asus Vivobook 14 X1404ZA - NK246W (i3 1215U, 8GB, 512GB, Full HD, Win11)",10190000,Asus,Laptop,Windows 11 Home SL,1215U,Intel UHD Graphics,8 GB DDR4 (1 khe 8 GB onboard + 1 khe trống) 2933 MHz,512 GB SSD NVMe PCIe,4.9,6772,True,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w,TGDD,2023,2025-08-28 22:40:39
325799,Điện thoại Xiaomi Redmi 13 8GB/128GB,4210000,Xiaomi,Smartphone,Android 14,MediaTek Helio G91 Ultra 8 nhân,,8 GB,128 GB,4.9,154334,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-13,TGDD,06/2024,2025-08-28 22:40:39
337472,"Laptop Dell Inspiron 15 3530 - 71053721 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",20990000,Dell,Laptop,Windows 11 Home SL + Office Home 2024 vĩnh viễn,Intel Core i7 Raptor Lake - 1355U,Intel Iris Xe Graphics,16 GB DDR4 (1 khe 8 GB + 1 khe 8 GB) 2666 MHz,512 GB SSD NVMe PCIe,5.0,67,True,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71053721,TGDD,2025,2025-08-28 22:40:39
305659,Điện thoại iPhone 15 Pro Max 512GB,30490000,iPhone (Apple),Smartphone,iOS 17,Apple A17 Pro 6 nhân,,8 GB,512 GB,4.9,21040,True,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,TGDD,09/2023,2025-08-28 22:40:39
335366,Laptop MacBook Air 13 inch M4 24GB/256GB,31390000,MacBook,Laptop,macOS Sequoia,Apple M4 - Hãng không công bố,Card tích hợp - 10 nhân GPU,24 GB,256 GB SSD,4.9,99,True,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-256gb,TGDD,03/2025,2025-08-28 22:40:39
329890,Điện thoại Xiaomi 14T Pro 5G 12GB/512GB,14870000,Xiaomi,Smartphone,Xiaomi HyperOS (Android 14),MediaTek Dimensity 9300+ 8 nhân,,12 GB,512 GB,4.9,6274,True,https://www.thegioididong.com/dtdd/xiaomi-14t-pro-12gb-512gb,TGDD,09/2024,2025-08-28 22:40:39
328450,Điện thoại OPPO A3x 4GB/128GB,3920000,OPPO,Smartphone,Android 14,Snapdragon 6s Gen 1 8 nhân,,4 GB,128 GB,4.9,168835,True,https://www.thegioididong.com/dtdd/oppo-a3x-4gb-128gb,TGDD,08/2024,2025-08-28 22:40:39
329329,Điện thoại realme Note 60 4GB/128GB,3330000,realme,Smartphone,Android 14,Unisoc Tiger T612,,4 GB,128 GB,4.9,20650,True,https://www.thegioididong.com/dtdd/realme-note-60-4gb-128gb,TGDD,09/2024,2025-08-28 22:40:39
341272,Điện thoại Xiaomi Redmi 15 6GB/128GB,4790000,Xiaomi,Smartphone,Android 15,Snapdragon 685 8 nhân,,6 GB,128 GB,,,True,https://www.thegioididong.com/dtdd/xiaomi-redmi-15-6gb-128gb,TGDD,08/2025,2025-08-28 22:40:39
333352,Điện thoại Samsung Galaxy S25 Ultra 5G 12GB/1TB,34680000,Samsung,Smartphone,Android 15,Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân,,12 GB,1 TB,5.0,901,True,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-ultra-1tb,TGDD,01/2025,2025-08-28 22:40:39
303891,Điện thoại iPhone 15 Plus 128GB,18890000,iPhone (Apple),Smartphone,iOS 17,Apple A16 Bionic,,6 GB,128 GB,4.9,54567,True,https://www.thegioididong.com/dtdd/iphone-15-plus,TGDD,09/2023,2025-08-28 22:40:39
335367,Laptop MacBook Air 13 inch M4 24GB/512GB,35190000,MacBook,Laptop,macOS Sequoia,Apple M4 - Hãng không công bố,Card tích hợp - 10 nhân GPU,24 GB,512 GB SSD,5.0,170,True,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-512gb,TGDD,03/2025,2025-08-28 22:40:39
342406,Điện thoại OPPO A5i 6GB/128GB,4490000,OPPO,Smartphone,Android 14,Snapdragon 6s Gen 1 8 nhân,,6 GB,128 GB,5.0,5,True,https://www.thegioididong.com/dtdd/oppo-a5i-6gb-128gb,TGDD,07/2025,2025-08-28 22:40:39
342939,Điện thoại Masstel IZI 10 4G Type-C,410000,Masstel,Phone,,Unisoc UMS9117,,48 MB,128 MB,,,True,https://www.thegioididong.com/dtdd/masstel-izi-10-type-c,TGDD,08/2025,2025-08-28 22:40:39
326016,Điện thoại vivo Y28 8GB/128GB,5690000,vivo,Smartphone,Android 14,MediaTek Helio G85,,8 GB,128 GB,4.9,57773,True,https://www.thegioididong.com/dtdd/vivo-y28,TGDD,06/2024,2025-08-28 22:40:39
335372,Laptop MacBook Air 15 inch M4 16GB/256GB,29490000,MacBook,Laptop,macOS Sequoia,Apple M4 - Hãng không công bố,Card tích hợp - 10 nhân GPU,16 GB,256 GB SSD,5.0,411,True,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb,TGDD,03/2025,2025-08-28 22:40:39
303812,Điện thoại iPhone 15 512GB,24390000,iPhone (Apple),Smartphone,iOS 17,Apple A16 Bionic,,6 GB,512 GB,5.0,247,True,https://www.thegioididong.com/dtdd/iphone-15-512gb,TGDD,09/2023,2025-08-28 22:40:39
336409,Điện thoại Masstel S9 6GB/256GB,2940000,Masstel,Smartphone,Android 14,Unisoc T606,,6 GB,256 GB,4.9,1733,True,https://www.thegioididong.com/dtdd/masstel-s9,TGDD,04/2025,2025-08-28 22:40:39
329137,Điện thoại iPhone 16 512GB,28090000,iPhone (Apple),Smartphone,iOS 18,Apple A18 6 nhân,,8 GB,512 GB,5.0,292,True,https://www.thegioididong.com/dtdd/iphone-16-512gb,TGDD,09/2024,2025-08-28 22:40:39
329137,Điện thoại iPhone 16 512GB,28090000,iPhone (Apple),Smartphone,iOS 18,Apple A18 6 nhân,,8 GB,512 GB,5.0,292,True,https://www.thegioididong.com/dtdd/iphone-16-512gb,TGDD,09/2024,2025-08-28 22:40:39
338736,Điện thoại Samsung Galaxy Z Flip7 5G 12GB/256GB,26990000,Samsung,Smartphone,Android 16,Exynos 2500 10 nhân,,12 GB,256 GB,5.0,478,True,https://www.thegioididong.com/dtdd/samsung-galaxy-z-flip7,TGDD,07/2025,2025-08-28 22:40:39
333479,Điện thoại HONOR X9c 5G 12GB/256GB,8690000,HONOR,Smartphone,Android 14,Snapdragon 6 Gen 1 5G 8 nhân,,12 GB,256 GB,4.9,3047,True,https://www.thegioididong.com/dtdd/honor-x9c,TGDD,01/2025,2025-08-28 22:40:39
331574,Laptop MacBook Pro 16 inch M4 Pro 24GB/512GB,63190000,MacBook,Laptop,macOS Sequoia,Apple M4 Pro - Hãng không công bố,Card tích hợp - 20 nhân GPU,24 GB,512 GB SSD,5.0,111,True,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-24gb-512gb,TGDD,10/2024,2025-08-28 22:40:39
334932,Điện thoại Samsung Galaxy A56 5G 12GB/256GB,11480000,Samsung,Smartphone,Android 15,Exynos 1580 8 nhân,,12 GB,256 GB,4.9,30362,True,https://www.thegioididong.com/dtdd/samsung-galaxy-a56,TGDD,03/2025,2025-08-28 22:40:39
334864,Điện thoại iPhone 16e 128GB,14990000,iPhone (Apple),Smartphone,iOS 18,Apple A18 6 nhân,,8 GB,128 GB,4.9,4262,True,https://www.thegioididong.com/dtdd/iphone-16e,TGDD,02/2025,2025-08-28 22:40:39
329135,Điện thoại iPhone 16 128GB,18890000,iPhone (Apple),Smartphone,iOS 18,Apple A18 6 nhân,,8 GB,128 GB,4.9,18486,True,https://www.thegioididong.com/dtdd/iphone-16,TGDD,09/2024,2025-08-28 22:40:39
